batch_size_24_Run_1,batch_size_24_Run_2,batch_size_24_Run_3,batch_size_32_Run_1,batch_size_32_Run_2,batch_size_32_Run_3,batch_size_64_Run_1,batch_size_64_Run_2,batch_size_64_Run_3,batch_size_128_Run_1,batch_size_128_Run_2,batch_size_128_Run_3
-29.40042305,-2.140638351,-70.61345673,-33.73310471,-98.2617569,-139.2486725,-70.87813568,-153.6783142,-83.68729401,-23.03232193,-128.6716156,-27.6834507
-29.60974884,29.85049248,-149.6880646,-12.87077427,-115.8888474,-8.860715866,-33.22909546,-60.35289383,-106.9175949,46.20788956,36.03123474,-36.51257706
-65.2379837,-256.7689209,-82.06363678,-171.4748383,-82.2096405,-41.11889648,-55.06860352,-39.27345276,-79.38225555,20.17157745,-52.71092987,276.0395508
-18.55934525,10.40583229,-77.48992157,-13.2862215,-92.81279755,-53.09934235,-12.66681004,-53.54515457,-211.2566376,-39.67507935,4.824276447,-103.0099106
-105.5364304,4.815843582,-25.54073143,-115.9404373,-19.91661072,57.28511429,-21.92657089,44.39741516,18.6827507,-63.36567688,-19.64120102,-84.45314026
-41.39358902,4.898546219,-44.14634323,12.90630722,-104.501915,82.60591888,-64.61651611,-24.67946625,-152.7479401,51.26688766,-20.27267075,-51.65530396
-49.83369064,-1.498658061,-51.65505981,-35.92138672,-209.7708435,-40.97325134,-36.9904213,-133.0312653,-4.723824024,-190.7971954,-95.35990143,-204.9430847
-84.3265686,-55.57396698,-62.36947632,-24.71708298,-165.703537,125.9293289,-17.17328644,-50.97572708,-31.82703972,-0.789622962,24.46331596,-47.68143463
-22.76015663,-84.69019318,-1.976647973,-37.27911377,-106.7707367,-103.9641037,-30.78674507,-63.56444931,-30.03700447,13.80966377,-31.53351784,-19.7700634
-47.97097397,-42.10229874,-51.44294739,-51.25729752,-14.23582745,-82.89457703,-558.093811,-29.06202126,6.857723713,-88.66880798,3.458317518,5.899354458
-34.44260788,-139.9917755,-40.92670059,-62.61542511,-16.34834671,-70.08174133,-37.56916809,-48.1175766,4.08531332,-40.51324463,69.53440094,-69.29576874
-85.66723633,-62.57462692,-37.41554642,-45.40444183,-173.3206482,-49.38990021,-42.68703461,-191.1643677,-103.284729,-23.8133831,-34.77788925,-14.00681114
-249.2590027,22.98605347,-174.91362,-89.81499481,-97.97163391,-11.93986511,-63.40309143,-85.23010254,-100.0740433,-27.59697533,-24.05158043,-58.35046005
-21.7263279,-75.24828339,-74.0016098,-138.7323608,-29.14229774,-18.87550545,-27.90828323,-5.81019783,-45.87765121,41.44473267,-20.26020813,-59.26838303
-32.5625,-37.52414703,-49.99152374,7.348920822,-77.9622345,8.70734787,-72.96852112,-0.773650765,-41.94097519,1.581047177,-75.36669922,-30.90532112
-115.0332031,-41.81227112,-35.3250351,-29.76895905,-246.732132,-12.36412716,-74.33701324,-8.787371635,-89.12658691,26.78516579,206.1746368,-24.16776466
0.025636477,-39.85685349,-47.02034378,-138.5252991,65.04502106,23.55440712,-158.4324188,-5.456978798,6.405520916,-49.88544846,-26.35819817,196.4669189
-75.13838959,-24.485672,-13.93435574,-88.15179443,-17.70967102,-160.6802673,-101.6833725,88.73945618,-79.45717621,-31.12480164,-26.7998085,90.78462219
-94.55192566,-27.15364456,-47.21674728,-155.2308807,-92.08145905,-79.19361115,-10.85691929,-18.06250191,-63.79169846,-86.62466431,-63.66143417,-28.66954422
-90.62625122,-44.31890869,-28.78005219,-45.21520996,-0.22256352,28.50727081,-43.96195984,180.6776886,-55.11679459,195.6924286,-67.31187439,-84.60857391
-99.70359802,-57.75270844,-2.268119812,-50.42576981,-221.2393341,-87.62355042,-4.625215054,-13.44474792,-85.33817291,-12.79616737,-19.26937103,-206.3634796
-86.09277344,-32.69548416,-32.46848679,-48.10374832,-114.7639771,-120.6664505,-37.30018234,6.117713451,-139.173233,-52.85842514,-82.69444275,48.00556564
-119.6954575,-58.86642075,-36.49201965,-22.08271027,-217.9765472,-115.205162,-162.8122101,-29.24025154,-104.2933044,-49.90404129,-91.73027802,-27.34281158
90.35967255,-15.62082481,-30.56824684,-8.032061577,-43.90329361,61.47517395,-68.90624237,-20.865345,-69.05324554,171.048996,-13.2767725,-47.57739639
-116.320282,-70.06865692,-52.87055588,-40.21205139,-100.6338272,-51.53298187,-51.78901291,-56.11657333,-23.86264229,-183.5497131,82.13465881,-38.9663353
-28.29628372,-28.34449959,-42.77504349,-25.15530014,-178.1785583,28.47066879,-105.801178,-26.54294777,-46.68938828,208.146286,88.05046082,0.186322451
-48.69958496,-20.29356766,-37.73054886,-36.91057587,-236.9914398,27.21183014,-53.5359993,-14.4232111,-203.1604004,-163.0670624,-40.4657402,-7.910169125
-58.03059006,-50.77280426,-35.29683304,-75.44390869,-213.2520294,-445.2178345,-35.71686935,7.207649231,-177.1777802,223.4580536,-17.11611366,-41.99271393
-11.45734501,-35.80377197,-36.21771622,-57.49718857,-90.34880829,-632.9772949,-77.4120636,-4.428087234,-196.8145905,-486.6727905,-53.06548309,-33.46472549
-57.43976974,-82.86536407,-47.51468658,-48.68441772,-100.9956589,-52.05543137,-35.62107468,2.441576481,-36.52924347,232.4594269,-43.84308243,-21.42105484
-45.21419144,-59.6194725,53.6934967,-20.99100876,-279.1638794,-87.62908173,-25.73151588,195.3720398,-191.1046753,169.1027527,-100.4827423,-194.890152
-47.21820068,-16.4432621,-106.2349701,-110.2520218,-164.1564484,-69.96966553,-294.3644409,3.901951313,-84.9405899,151.6614227,-74.66986847,-28.35394859
-31.51597786,-97.38562012,22.55592155,0.191067845,9.115327835,-169.0498505,-75.70778656,286.0726013,-145.8489838,151.7038574,-53.3812294,-3.118527889
-24.40909004,-11.4365139,-66.62761688,-122.9049835,-133.4857635,-53.33013153,-52.18625259,9.019816399,-169.3962097,171.5137939,-37.01591873,215.6037292
-64.75145721,-14.57886982,1.531655669,-173.4243469,-106.589859,-69.34112549,-223.5866089,-23.97629166,-160.3720398,138.7853394,4.810955524,-179.5328064
-67.61998749,-79.42049408,-25.71777916,53.74144745,-65.65460968,93.02141571,-34.55531311,134.5045776,-354.0999146,200.7661743,-33.13843155,13.17880917
-40.6770134,-45.62355423,-7.500749588,-3.267841578,-88.24032593,58.64982224,-236.2950592,-2.049042225,-142.6941986,202.0503387,-48.24445724,129.6548004
-17.92339706,-6.831251621,-45.1004715,-14.05047226,-8.519623756,76.03810883,-49.98811722,-3.024089098,-145.5887604,195.9264679,6.972127438,238.9735718
231.7634888,-60.08880615,-68.60218048,-33.02401352,-106.6419449,-52.99681473,-97.10868073,180.2693329,-118.1340179,210.3457794,-39.1511879,-43.94923782
-84.66091156,285.4641113,-47.01342773,-9.750500679,-117.823288,-18.21098709,-52.05836487,249.031189,-147.2909393,257.8485413,-48.16320038,210.9599304
-9.371079445,-31.08974266,12.18026733,-42.39722061,-138.903183,-45.62236404,-32.32540894,-7.845400333,-155.2623749,252.1926727,-102.9701385,-34.37639618
-50.8779335,-31.79869843,-49.73712158,-54.00642776,-78.94469452,-15.84880161,-36.70131302,214.279068,-149.4193726,227.0285034,-14.22724819,-98.45584106
-19.07977486,-41.75574875,-81.57505035,-44.43372726,-105.819458,-152.4197845,-50.61394882,-35.14823914,-131.8296204,233.0708008,-153.2726288,152.5696259
-19.12117195,-51.8767662,-85.87618256,-40.13579178,-153.7287598,-27.9737339,-79.98358154,14.46455479,-115.9028473,-19.53338051,-56.19439697,268.2998962
-94.5878067,-58.89216614,-96.05640411,-45.54322815,-147.5635681,-30.19501686,-57.75271606,-35.15923309,-71.46853638,-23.12179947,-59.01734161,192.3883057
-5.129350185,-28.26844978,-26.79535294,-103.0263672,-164.5128632,-3.750522137,-25.49731255,-12.77414894,-113.8566437,225.9410553,-11.90876293,148.8235321
-10.70351887,-45.81149292,38.54687119,-100.1740494,-102.5210724,15.79853725,-54.14862442,-31.85407257,-137.9767456,236.1694031,-32.16207504,38.82282257
1.64509058,-56.99015808,9.442253113,-20.78173828,-44.05059814,-0.524318635,-85.89471436,-45.65888214,-189.7179413,243.5689697,-50.70057297,52.94974899
29.21415901,-7.702534676,-12.49792767,-46.48196793,-161.0781097,-28.92796326,-50.83685303,-42.52897263,-125.0567856,214.3729858,214.8376923,-164.497406
267.0690002,-86.81606293,17.71463966,-52.6136322,-214.4197693,-88.53066254,-66.53738403,-32.78719711,-152.8877106,174.4803772,149.2481232,-119.8564682
-37.22677994,-3.337612629,-53.13541794,-67.19901276,-150.0348053,-101.3068085,-34.30804443,219.2796478,2.029285192,-14.68993759,-26.79372025,-478.0404968
176.8051758,-126.6310654,-33.70451355,-33.93407822,-43.18312836,5.56479311,-50.41423035,168.8862915,-140.0516357,190.9546967,-70.4100647,147.3211212
6.679290771,-83.758461,8.516122818,-176.2585297,-115.60112,-25.67720032,-93.95149231,-11.58728409,-122.5537796,-22.89751816,-11.50753975,90.3755722
-76.53981018,-31.76446342,8.110422134,-40.47194672,-157.2723389,-5.429200172,-51.57277298,261.3622742,19.39626503,222.953537,-71.29924774,222.0412598
-58.65723038,-45.03146744,-51.06901169,-85.26047516,-95.79077148,-30.29284859,-55.466362,-211.3817902,-91.16394043,-62.05045319,-40.77832794,107.721817
-53.54708481,-45.56682205,21.62400627,-86.24981689,-97.15517426,-17.17387772,-57.20007706,-453.4648743,192.6209869,10.94639492,-11.38207436,147.569397
197.964798,-63.98096466,26.94282341,-41.63975143,-112.2093887,-74.12850952,-68.04321289,283.5484314,-110.3483429,-23.86564064,-48.23156738,-208.8560486
185.4014282,-125.6166,-49.77370453,-35.0416832,-45.78013229,7.229476452,-37.22462082,220.9459991,225.5559387,276.2070007,29.72473335,264.336792
220.2543488,-57.74036789,-30.94978714,-5.31785059,-39.24936676,-29.57937431,-31.07943344,-98.38309479,11.96639729,-47.5567894,-48.18508911,38.29719925
155.8880157,-74.42384338,-2.807374239,-51.47416687,-41.57665634,19.7709465,-45.92705536,238.0241241,-160.3210907,245.7132721,-16.96467209,65.36133575
167.4653778,-21.24126053,-37.47850037,-59.46530914,2.891073465,17.26174355,-0.687704206,197.0517883,-2.145344734,220.9266663,-118.9159546,207.9237518
241.7408905,-47.43710709,-63.65470886,-10.97741508,-65.06012726,55.52744293,-21.86292839,248.118988,25.89569473,221.6565552,-242.6852264,-113.4723892
-20.68684769,-83.04766083,-14.03047276,-47.93332291,-161.6297607,2.451587915,122.8664474,272.6228943,-119.5473099,288.676239,-175.053009,38.18572998
206.650177,-46.67950058,-9.366658211,-26.2113781,-68.26615906,-44.11260605,-18.04340935,220.7172546,-108.9381638,253.7470245,-63.01152039,-66.7675705
284.7746887,17.9597435,-68.12132263,-76.67843628,-154.4081268,180.8910217,-60.06230545,-241.5436249,-150.273941,266.7179871,-79.0580368,-20.57313156
220.5231781,-8.82851696,-18.37999153,-59.04427719,-43.31991196,-82.39488983,150.8302612,229.1287231,-150.7158203,249.2910461,-104.141037,-197.7949219
227.0613098,-3.424367666,-48.7401619,-41.26727295,-65.18683624,105.6184845,-29.59285355,-334.3562317,-1.271291614,236.6594086,-37.08690262,-40.54957199
183.3439941,15.43787289,-86.074646,5.827600956,-83.20452881,168.2925415,-19.60219193,255.3284912,-10.71892071,275.0049133,-138.5821533,-130.6633606
293.5752258,-47.9921608,-11.22321796,-25.17440987,-103.9841995,166.5683899,42.84237289,210.8743591,-150.0007935,238.0222321,-41.51300812,245.9486694
-70.65583038,-3.315578222,-105.0271454,-44.90145111,-147.1806793,150.0654449,10.62034416,242.8383484,-221.347702,137.5384369,-57.2436409,-154.8466492
237.3858643,-55.92430115,-183.800293,-19.71777916,-71.89463806,12.41009426,-45.55350113,-263.7707825,-247.0126801,180.0296631,-11.62894917,-37.95652008
168.5793304,-42.02259827,35.48664474,-43.76596451,11.02918243,-49.33203125,-48.37923431,-85.55825806,-150.1568604,277.2604065,-776.6929321,-500.8757935
224.71315,-80.67854309,-192.8179321,-21.59946251,-147.6309662,-58.13902283,9.357240677,7.684766293,-106.9291458,208.8755035,-170.5455017,235.416626
275.039917,168.3373566,-61.2269249,-515.8212891,-128.5413971,208.9210663,-51.47980118,-185.3068848,-263.2619934,240.1737823,-33.47060776,-99.71669006
189.9740295,-101.6878204,203.2754517,-59.12601852,-68.15640259,198.5356293,-41.70394516,252.5686493,254.177063,239.4317932,-319.5245361,9.411822319
239.6642456,-2.882267952,-56.72035599,-11.2495451,-92.8640976,165.3644104,-13.61726952,217.5675812,-135.8703461,272.3489075,-41.67712402,-30.66886902
1.933891177,268.3540344,-201.3456421,-27.07369614,-45.82613754,291.2593079,-59.95203018,247.249939,-21.40997314,241.7351074,256.0019226,-103.8755112
268.7652283,-51.49117661,33.41184998,-13.67383766,-190.3757782,-0.877951086,-38.16694641,260.7270508,-126.325737,108.3761292,158.7937927,-31.5291481
231.1161652,-62.47994995,-125.5402756,-191.1657257,-69.5645752,-19.93061638,39.87892532,218.8152008,-31.35838699,241.7943878,175.0644531,-197.2554016
-8.379956245,-75.86036682,-63.8560257,-9.50329113,-75.71884155,9.947057724,-74.80433655,260.693573,-147.3777466,300.5288391,121.2332687,-123.5575485
-45.40822601,-53.40429306,-42.11457825,-3.663728476,-121.7656021,38.13217163,201.1859894,267.0456543,172.892868,255.106842,-26.32124329,-88.3527298
13.02744961,-48.90387726,-2.220800877,14.12536716,-51.15583801,210.5751038,7.45011282,252.8371277,-165.8790131,253.9187012,259.21521,-348.6291504
-30.390625,-55.14473724,-21.05612755,-35.82251358,-30.55027199,223.7946625,-19.61791039,252.2564087,57.9695549,255.7834167,-8.172208786,176.0034485
-70.79997253,-90.24661255,-55.03459167,-31.86530495,-104.3171158,202.6695557,-36.75761414,274.0090637,-80.20464325,276.8186035,-4.224967003,-85.41348267
5.882101059,216.3973999,-50.71467209,-40.65317535,-73.91287994,-3.107996702,169.8994904,221.5680084,177.9463501,192.908905,271.0311584,-341.8240662
-27.83909798,-43.50839233,-3.472059965,23.37199402,-36.79041672,-28.86475372,1.593200803,203.5106354,-164.4080963,264.6055298,219.9943085,271.5437622
288.7041321,-231.1171265,-77.5634613,16.15779114,26.57709122,-54.6803093,-24.72094345,187.4477081,-92.25509644,263.7250671,206.3946228,-314.9243164
-29.14203262,-233.0214386,-55.88642883,-49.44282532,-49.19126892,-53.20886993,-7.717414379,232.2133789,202.565567,275.7425842,234.8543549,236.8630524
-20.92195129,-178.6267395,-62.3616066,-70.09612274,-76.89899445,-120.0910645,-81.16249847,210.8025665,230.2848663,247.2392426,-118.3281479,254.4531708
-30.06046104,-195.1937714,-67.3745575,19.44880486,-93.27909088,169.644455,-71.96598816,148.6787415,189.5258179,247.449707,-174.7412872,-332.5584106
18.55863571,-144.8197937,214.2984924,-25.91866493,-56.90029907,204.5784149,-64.16503143,6.728880405,221.8432922,272.7915955,136.8584747,-90.37348175
5.771615028,-214.8899689,267.7111206,-59.36355972,-146.0814667,-19.92874146,-38.54559708,231.6842804,222.7438354,258.6170044,-44.4200058,-151.0954895
-33.37719345,-45.3915863,216.6526184,-74.20493317,124.8147659,200.9426422,-27.05701637,-97.75063324,172.2784271,247.0684204,225.1218567,258.1181335
-99.41779327,-80.77259827,-2.918613911,9.07513237,-84.5562439,191.8188019,-92.30214691,225.7723236,185.4854736,5.356648445,-70.91362762,273.5838623
-23.82444382,-31.46327972,-32.46923828,-43.0644455,-26.61069679,227.8754425,6.009198666,245.0012817,192.8451843,-162.4121094,45.85243225,128.4252319
20.40125275,-21.56349754,62.59421539,-48.2819252,-256.7587585,-1.266876817,-0.679516017,-91.67863464,-6.959176064,37.88167572,113.6077957,-220.5742493
-19.71994591,4.390000343,70.55329895,-2.196162701,-108.8302383,37.16605759,163.0925751,219.3661652,-100.5327682,272.375,227.8406525,241.2696533
-102.2450104,-14.5676012,-46.93758011,-24.21955109,-124.1626205,-98.20569611,-26.09264946,-107.0115662,-93.4551239,-250.2766418,-58.36924362,246.4915161
-60.13193512,-56.65655518,-34.3996315,-15.91613388,-230.0023193,202.8427124,-70.21717072,243.7579498,-93.9836731,275.3086243,197.1707153,254.7015533
-59.3447113,-27.85244751,-26.91263962,18.15149117,-42.06879044,23.85782242,38.17372131,254.4514465,-58.48751831,238.7795715,-245.1433411,164.6495819
-44.17453766,128.2337341,108.8633652,-47.93190002,-51.61627197,-71.89142609,128.3166199,-23.9915657,-127.517952,-404.7089844,-18.02508545,-51.78612137
215.1328735,1.315182805,173.6549835,-60.14936066,-45.59397888,194.8293915,-523.8464966,245.9100189,-149.4168091,248.930954,-49.89606476,234.5910339
-62.6845665,247.329071,-25.18605042,-117.8247986,-340.7044373,217.3141327,-259.5383606,262.8644714,171.8354034,217.8335876,-136.8786316,-233.2533875
-365.1729126,283.0141907,-62.30513382,-59.57001495,-74.71382141,292.4989014,-88.88816071,271.9658203,-59.31490707,248.2362823,235.0166473,-51.4835434
10.24465847,159.6964417,237.103363,-41.77455139,-194.0409546,-118.0608826,-16.57015991,-63.33485031,-82.31958771,230.3718872,38.50381088,255.7695007
44.19393539,180.3717804,-21.42600822,17.40722656,-82.18296814,271.2823486,77.71718597,260.3874512,241.3503265,152.5131836,253.0368652,193.522583
-81.6456604,177.7228394,-52.23015213,-5.87535429,-129.4169159,221.845871,-7.985574722,240.201828,-30.15441322,45.58098221,-265.3285828,261.0402832
-11.1699791,174.504303,5.498842716,-18.15302849,-4.740225315,157.9794006,-53.0594635,262.127655,228.6013031,269.5647888,269.9309387,-80.76286316
-107.1731949,168.797287,240.4118958,-47.9653511,-188.1907349,30.86818886,-98.20550537,217.9776764,-140.1924286,156.5992584,259.6735535,240.7870331
9.001439095,124.9342728,222.6274261,17.35284233,-173.1085968,215.7582092,-168.5313568,265.7721863,-106.0202637,-31.06705475,237.0719604,247.9686584
-112.7865219,-43.83211136,-7.841228962,-14.1337347,-52.03890991,-80.58068848,-205.2628021,240.0704193,-88.78047943,-345.8153381,-62.63417053,-51.24997711
-210.5654755,152.6105042,259.5407715,-50.42003632,-31.10538673,164.9837341,-91.17333221,287.9934387,-32.59114456,248.1500092,224.1599579,243.0850983
-68.18896484,141.3792267,-30.23213005,-42.14675903,-370.8934937,255.9099121,-145.4088898,264.5315857,228.2078247,-719.8644409,-47.11244965,226.2554932
-1.485309005,244.4339447,45.717659,-38.66094208,-175.4662018,78.69225311,15.9449482,264.6778564,-108.8878403,-160.6528625,3.772958517,-38.00380325
243.8352966,237.2094879,277.3645935,11.02991867,-23.29687881,242.0783081,-65.05487061,251.3696594,290.89505,-361.4934692,-71.25188446,-110.7097397
-191.4658966,227.5189056,239.2345276,149.5432587,-35.49922943,228.4322357,-7.568450928,11.69059753,188.4833679,-55.53643799,261.4401245,226.619278
39.77246475,204.9532623,47.98073578,-39.67861557,173.9506226,230.7406006,-93.20198059,272.1029968,293.0165405,227.0076904,-46.11951065,253.7951965
-67.31707764,227.740387,302.0516663,-5.941599369,91.66832733,232.7086792,153.133728,242.8408508,13.48696136,161.8653107,-46.09578323,233.5157013
-231.3622589,241.131897,206.1164093,-56.01288605,216.8598175,249.8288422,189.3410645,288.0078125,232.321991,242.411438,-190.9529419,32.33314896
-370.3877869,309.9382324,266.5447388,37.80884171,-37.43065643,260.3317871,-25.34622955,301.6141357,236.7018585,258.3022156,21.57045174,-19.33310509
-115.723877,214.7369843,12.18258858,-18.17887688,36.58243561,219.8848724,-18.61772156,50.30963898,227.2000122,244.2831268,205.1825714,254.4352264
-326.0012817,247.6467896,-152.1372375,-153.8235474,-41.16815567,264.4120178,-518.2971802,296.5140991,293.9638977,255.0461273,249.8735504,254.209549
-37.75146866,210.6096649,-134.6920929,-425.841217,189.215683,-32.77088547,-6.536432743,-138.3591003,156.4744568,181.1030731,-13.44605827,266.9459534
-282.1597595,175.6632538,-227.026825,17.30940437,-6.745445728,272.8214111,152.9959106,263.018158,-29.47021675,249.6664276,195.201355,226.0397644
-255.9931335,237.9555969,167.7222443,199.7742615,-4.550747395,283.2612915,10.42425728,11.51944542,313.3694153,278.2807007,95.24538422,-131.2397461
34.09316635,231.2312012,278.5220947,32.06717682,180.5662842,-58.72582245,-81.55897522,-109.8064499,195.5865326,292.9877319,-156.2145996,252.4283142
-455.9770813,33.55271149,-44.2975769,-74.8603363,-24.80942345,-49.26402664,117.2657166,271.6236877,-3.226349831,-107.6225357,250.0253601,229.1732788
-380.7590027,264.9814148,232.592392,11.03969193,187.7470856,-41.77140808,-42.35256195,34.56918716,-13.24465275,287.0678101,187.0739136,-17.73553467
-189.4479828,195.5485992,22.13427162,159.3495331,221.803421,46.42059326,181.5392303,273.5505981,-26.77955627,253.0822754,257.0093079,82.51416779
-38.86330795,-23.79025841,217.6091919,162.6997223,197.6000366,277.0887146,127.3952103,264.59375,14.19073105,249.1590729,48.05418777,235.6406555
-237.9425964,-22.90610504,297.6686401,36.07322693,137.2843475,8.112776756,185.1685028,271.4118958,225.1503906,229.5118103,-21.33068085,205.373291
-203.7336731,266.1045837,287.0349731,241.6893005,176.0862427,-115.5419006,132.1452179,241.4901581,-21.58044052,249.9838409,-23.7023201,-23.24666214
-38.66198349,210.1587372,243.8276825,214.5680237,219.0800323,-134.0870361,104.7045746,-41.19881821,12.87681961,284.5730286,11.53349209,269.1955261
-79.50660706,-1.509581327,-6.555521011,209.1470642,175.0055847,185.0220184,-229.6975098,-206.9092102,29.64925194,230.6350403,-97.69927216,230.9863739
-297.4919128,39.40805817,235.5235138,288.1676331,168.2833252,-119.9317932,141.8844299,246.7069397,-38.16108704,230.1506042,-14.46259212,268.7182007
205.3323517,8.697467804,-20.18602943,253.8512573,213.5667419,-111.3087616,188.9091492,249.7415161,75.21125793,-146.5037994,-139.1859894,207.3488007
153.4869232,224.5694122,251.2482452,245.7608948,8.73515892,-121.644577,272.6802673,22.63054848,6.596619606,162.7427063,-51.50323868,134.0863037
-420.9649658,39.79186249,113.5281143,265.9049377,137.9176025,-81.67275238,190.7028809,264.8800049,8.647179604,241.5905151,180.4198151,234.899765
266.9561768,5.620791912,253.9957581,9.284148216,220.405365,-3.439796209,162.9075012,269.6329956,-31.27070808,241.9356842,-88.10813141,293.1391602
-173.720459,9.125977516,235.7485809,272.179657,-23.51197433,243.509079,141.9429474,258.044342,-76.21437073,8.475335121,137.1422729,243.6018066
229.807251,271.1271667,230.6256714,265.7332153,191.3504639,-130.5653839,212.6163635,259.2696228,175.3539276,221.4263,-56.90008545,-81.50027466
219.5732727,287.3179016,190.6488647,218.009552,-14.13185215,9.69022274,214.3605957,226.3918762,-13.20123005,270.6157532,-58.48469543,272.4361877
275.5114746,247.6824493,212.1542511,18.296772,195.7190247,-38.79870987,17.68967628,210.6413269,-78.40633392,228.7770081,-198.1222076,45.27054214
166.6474915,193.2671356,256.4676819,250.0361633,147.3386078,234.0436707,-114.5696106,257.8977051,-39.15262604,274.6727905,-171.1919403,246.5243835
-112.3297958,-41.77397919,258.3815918,274.9241028,-42.07671738,243.9235992,196.0772705,262.6530151,279.0130005,225.1238556,-130.5580292,-77.96773529
162.8994446,-29.39644623,308.4194031,224.4007721,225.0510254,48.42306137,119.2553864,-28.5069809,-8.411432266,-18.84370804,-280.1988831,-78.24891663
310.3156738,5.877389431,258.7619934,173.4592133,-144.750412,14.32017326,181.3834991,233.7648468,-15.85905361,247.2667999,-255.1665344,267.6234131
-52.6100502,-41.51445389,264.2671814,283.4552002,-33.40571213,236.5361328,205.7312622,174.8609009,-158.7450409,238.2748871,-194.7915192,262.3049316
238.6476288,268.4453735,250.6869049,290.1742859,-171.6095276,-97.4491272,222.1228333,190.5679779,-91.84469604,288.552887,-45.7484436,283.0627441
164.6368256,250.2970581,287.9351501,-71.74388123,-121.7234116,273.5082703,245.9296417,245.8328552,-94.41307068,256.2652588,-381.5762939,231.4862518
-57.48731232,-64.12389374,255.0011597,-160.1589661,198.67659,283.5735168,202.7060242,235.5172272,-20.83002281,263.7191467,-86.23883057,-168.8007355
236.1046753,-32.46337128,21.33551407,254.018158,207.0426178,246.6152802,-36.27896118,167.5182495,147.7953644,257.1782532,-163.4938507,261.6910706
243.8117828,42.7583046,221.8137207,-25.5421524,220.3263397,-63.90041351,-49.95622635,-231.009613,-109.6986389,273.9169312,-92.73316193,255.038147
178.3921661,-50.37092972,261.6885681,37.12107086,115.0753708,243.1911469,-7.489326,-85.19347382,-45.12566757,270.7319641,-164.3770752,-256.9594421
272.5727539,307.4174194,272.6922302,242.085495,223.5701294,-122.1627274,249.5044556,245.4535828,60.52729034,282.2385254,-87.40087891,-392.8999939
-32.58315659,282.2949829,-73.07513428,-118.7887344,-11.24585438,225.432373,-55.83324051,178.3723145,-45.59114838,1.510479808,-184.5440826,-113.3969803
265.6454468,42.40056229,209.638916,255.1744995,-21.26989555,268.6940002,176.9735107,145.497879,-31.98733902,272.8501892,-43.84395981,245.5691528
276.0599976,-60.99008942,-45.54846954,215.5274353,183.2568665,-198.1562653,212.0229187,-68.99539948,-301.6655884,289.038208,-110.1072693,274.0895081
-68.92829895,-69.0825882,216.8941956,265.5473022,-102.7731247,249.4100952,115.5130844,205.3705292,217.1342621,-312.5465088,228.5092621,-67.29245758
283.1998291,270.1456604,229.2937775,-48.85617828,186.4108276,254.844101,233.2875824,275.8378601,126.5910568,-445.6455688,152.0818024,278.6528015
-106.9177246,-55.57881927,-14.53399467,-157.2327423,184.3667145,283.4490967,38.91154099,239.3680725,321.0934753,249.7546844,167.1955109,-14.61208439
-125.8986282,186.4397125,246.0857849,256.1810913,190.2227325,244.9651794,239.4477844,165.1071014,-61.26195145,261.3614197,103.9661636,257.5892944
231.5230865,254.5400696,265.8616028,-26.36226082,198.0187531,-14.21992397,0.600019455,262.7314148,-31.16846848,229.8611145,-264.9460754,256.718689
-131.3305664,202.2045288,243.634079,254.6451569,185.7081909,298.9756165,-88.4034729,-89.70183563,269.4935303,243.7111969,142.426712,146.8837128
212.8391266,26.62247086,232.2775726,239.7782745,188.4923096,255.9628448,-105.3418274,231.9582214,248.0467529,248.9427185,-66.53007507,-84.89924622
4.895512581,271.5905762,189.2962036,-100.2226563,30.75303078,-43.84932327,214.4725189,266.3762817,-29.56703568,246.65271,-59.71643829,-96.72931671
-131.4100037,243.5600586,215.0959167,-136.2951508,-138.1701202,228.5013428,227.3181305,242.3153992,-217.0865784,-72.92864227,-230.0637512,-266.8003235
254.4306183,203.0439606,-28.54334641,46.96245956,148.6254883,275.4597778,223.249176,102.7603912,179.0232239,277.2203979,103.8712006,270.9415283
-7.342805386,156.1045074,232.3929291,-83.65509796,202.2570801,280.0817566,113.5205994,241.1718445,-25.66987228,272.2020264,236.8863678,265.0127869
201.9420471,210.7555237,223.9496155,-104.0905838,239.3642883,250.131958,-394.9864502,93.65058136,244.4443207,222.5909576,245.4688263,-158.993515
-131.3327942,143.8410492,236.0548859,231.2799072,207.801651,-135.0858002,249.3752747,223.647049,-87.34117126,319.6398315,234.7901917,-58.73651886
-115.5947495,-20.37126732,203.7131348,-126.6414337,243.4181366,258.0117188,223.8753052,226.6263123,-81.58171082,231.2159119,225.8578644,-357.6927185
173.2084198,-16.53963089,238.4202423,40.17359161,263.1199036,235.8792572,263.8141785,254.2385254,251.7735443,227.9216309,108.4063263,189.1412201
168.9122467,-55.84708023,201.7819366,210.8029938,253.5776978,248.7200775,217.3538208,194.3789825,172.6468506,174.0124969,-101.6575623,227.2462769
-136.1140137,38.06053162,33.56118393,230.8755341,-94.91915894,279.6556702,15.17806721,266.7107544,-112.1480255,28.11192894,237.0982819,4.600775719
-137.0529175,241.6278992,303.7576294,240.9763031,211.1521759,229.6993561,7.957867146,234.0027466,181.605072,43.3534584,15.58660412,266.6590881
224.978653,7.664395332,276.4192505,-158.1057739,250.6778717,248.1948395,276.000061,226.9223022,12.17285442,269.5207825,238.1117554,-11.4526701
