Small_Model_Run_1,Small_Model_Run_2,Small_Model_Run_3,Mid_Model_Run_1,Mid_Model_Run_2,Mid_Model_Run_3,Large_Model_Run_1,Large_Model_Run_2,Large_Model_Run_3
-82.78710938,-92.49980927,-96.41819,-54.33093643,-51.18832397,-7.05197525,-22.84747505,-29.39218712,19.48272514
-81.78459167,-91.48423767,-96.70946503,-54.76429749,-49.37662125,-4.418406963,-20.5605278,-28.51000786,20.77897644
-82.08476257,-91.18891907,-96.96046448,-54.61774063,-48.84625626,-1.548966527,-17.90480614,-25.93433762,23.7822361
-82.63192749,-90.33470154,-97.19309998,-53.33930206,-48.51520157,1.216610312,-15.67368603,-25.80807686,23.68160439
-82.75630188,-90.14813995,-96.93060303,-52.96553421,-48.51367569,4.112278938,-13.4634285,-23.60631943,24.33663559
-82.02937317,-89.4499588,-96.68717194,-52.63491821,-47.56015015,5.372835159,-8.452414513,-20.5339756,22.58600426
-82.09835815,-89.05386353,-95.46353912,-52.07950211,-46.34882736,9.713942528,-6.153042316,-18.36399078,22.29215431
-82.26586151,-89.14208984,-94.81938171,-51.37212372,-45.4849205,8.602343559,-2.903946161,-14.80352688,23.545681
-81.89411163,-88.5679245,-94.36193848,-51.14561462,-44.65389252,9.092335701,-4.164915085,-15.58803844,25.62902832
-81.5657959,-87.96217346,-94.93810272,-51.03136063,-43.74845505,9.479010582,-0.834387243,-14.48098373,28.95547104
-81.04193115,-87.79139709,-93.77720642,-50.35838318,-42.56214142,12.91512012,-1.535407782,-11.88902283,31.41901779
-80.95506287,-87.7178421,-91.62579346,-48.97027206,-42.28286362,12.96953106,-0.635667741,-13.17651558,34.10764313
-81.29508972,-87.97522736,-90.03855896,-50.87657166,-41.74644852,12.32035732,1.416046977,-16.16456604,36.87726593
-79.6710434,-86.16197968,-90.16176605,-49.266922,-41.0970993,14.30232906,1.454193592,-13.98876667,39.7921257
-79.76502991,-86.95279694,-89.4250412,-46.62945938,-40.98860168,14.57118416,1.42557323,-11.55802727,43.30975723
-80.01058197,-85.4973526,-89.53634644,-45.49790573,-40.01722717,17.18863678,4.306951523,-8.856739044,45.93403244
-79.08670044,-84.67003632,-87.88461304,-45.77042389,-40.02036285,16.68082237,6.562591553,-8.973423004,48.54141998
-78.71934509,-86.63825989,-88.13071442,-45.01623154,-39.59534073,20.29543304,10.28598785,-6.165352821,51.24003601
-78.57866669,-85.36340332,-87.69490814,-45.06235123,-38.6598587,20.9563694,13.48878384,-0.692446768,53.5213356
-78.19763184,-84.51426697,-87.06937408,-42.43645477,-39.14722824,21.79522514,12.61300468,3.185083628,56.27853394
-76.55086517,-83.73044586,-86.64783478,-42.58798981,-39.38435745,24.89032555,12.79543972,5.972771645,58.79124069
-76.19827271,-83.79377747,-86.19976044,-43.21292877,-39.06634903,28.26105309,11.82766342,8.693037987,62.20095825
-74.60174561,-83.94663239,-83.80897522,-42.0414238,-35.2859726,30.06996155,13.82556248,7.926677704,62.13785172
-77.9123764,-82.51635742,-84.58057404,-42.38174057,-35.3740654,27.86180687,13.96429062,10.4262085,61.64630508
-76.83325195,-81.91586304,-84.05180359,-42.02576065,-34.94177628,30.84952354,12.38063526,13.39499855,64.16680908
-76.38387299,-81.7758255,-83.77133179,-40.84115982,-33.59069443,29.03081703,14.91405582,15.87815189,64.66629028
-76.485466,-81.54927063,-82.33084869,-41.59786224,-32.39984894,29.42112732,13.92370033,18.18650055,68.80487061
-75.41294098,-81.45464325,-80.74044037,-39.053936,-29.57368279,32.04832458,13.35541821,21.82499695,71.66530609
-74.37552643,-80.83155823,-80.20834351,-37.14455414,-29.64167786,35.39071274,15.16016006,24.90811348,74.11981964
-73.57857513,-80.03208923,-78.55218506,-37.18661118,-26.61686897,37.13617706,13.43757915,27.94137383,77.28438568
-72.79590607,-79.53937531,-77.43507385,-35.45685196,-25.02744293,39.69807053,12.75797176,30.99690437,77.54164886
-73.10223389,-79.76103973,-77.1120224,-35.23963165,-24.26115227,42.33577728,12.68093014,28.24875069,79.89675903
-72.42868042,-79.85387421,-76.27645111,-33.93554688,-21.61932945,43.63883972,13.07201767,32.9285202,82.24473572
-72.44029236,-79.84700012,-75.99925995,-34.22940445,-21.03443718,45.3390007,15.50204563,36.49021912,82.98618317
-74.49482727,-79.41818237,-75.78372192,-33.9913559,-18.96940231,48.94744873,14.94748306,40.2896843,83.81458282
-74.65081024,-78.68929291,-75.38043976,-32.33454895,-16.29924202,51.7178421,17.10044098,43.39217758,84.16299438
-74.43489838,-78.1783905,-75.06518555,-30.12071991,-15.51758671,54.72587585,18.92702675,45.4311142,84.57406616
-74.44043732,-76.24610138,-75.0558548,-25.4499073,-15.37003803,57.97384644,19.44885635,48.03923798,86.97115326
-74.80314636,-74.03857422,-74.59725189,-22.00063515,-11.42698193,61.64811707,21.75741386,50.37306213,90.40202332
-74.48039246,-72.40875244,-74.84963989,-19.26717758,-11.60353947,68.27017975,21.95059967,56.13314056,92.70943451
-74.02623749,-70.5206604,-72.30783081,-15.7874279,-10.5314827,69.35729218,25.00244141,55.62278748,93.27191162
-73.42967987,-68.06851196,-72.57939911,-13.47612953,-7.559959888,74.30155182,26.05698395,57.93769455,96.29745483
-72.27117157,-66.06349945,-72.1444397,-10.66107082,-7.707193375,77.66284943,28.90777397,60.41571808,98.54453278
-72.24259949,-65.67428589,-71.17320251,-9.690860748,-5.273828983,80.40863037,32.02557373,64.13246155,101.9934006
-70.62818146,-63.94256592,-66.89285278,-5.300013542,-5.163852215,85.7351532,33.3662262,62.7798996,101.8216858
-70.38140106,-63.32726669,-66.65119934,-2.999082804,-3.635914564,88.64098358,37.67997742,65.23236847,96.88568878
-69.84780121,-63.10129166,-67.58889771,-0.930142999,-2.00551486,92.44686127,36.78449631,66.07054138,98.40431213
-68.44756317,-62.96421051,-66.8134613,1.113934994,-1.039492846,95.12737274,39.63327026,68.21324921,102.1484528
-68.58457184,-61.40786362,-65.54917908,3.134263754,-0.068058178,100.879364,41.80434799,71.10575104,103.3585205
-67.55982208,-60.13700867,-65.10112762,2.918416262,0.143590599,102.0166397,45.97773743,72.77059174,106.791954
-65.90029907,-59.22477722,-64.04077148,5.6249156,0.299685389,105.8508453,48.80721283,76.69698334,111.2383423
-64.23192596,-57.74108887,-63.4707222,8.385616302,1.051868916,108.1103668,50.78745651,80.69489288,114.687973
-65.10772705,-57.97901154,-61.37479782,9.513757706,3.173686028,106.0340424,53.49147415,80.09906006,116.106369
-63.91255188,-57.91720963,-60.08763885,12.51156139,4.076392651,106.0662537,58.19522858,83.22637939,118.7271729
-62.942173,-58.57734299,-58.98239899,13.78811169,4.678689003,108.5509491,60.92554092,85.66963959,121.8047485
-60.24782562,-58.60063553,-56.84342194,16.78151131,4.515142918,110.6474838,60.33365631,89.09872437,126.1104736
-57.73628616,-57.29029083,-54.84588242,19.03194046,4.484675884,113.3792953,64.72473907,91.9213562,128.7307129
-55.33001328,-57.01431274,-54.36600113,20.24093056,5.011053562,116.3458481,66.01476288,93.04808044,129.9458313
-52.71860123,-56.37425232,-52.87981415,23.20669746,5.707329273,118.7014236,65.73452759,95.64917755,133.1914215
-51.02097702,-56.35215759,-50.00029373,24.83152199,5.901290894,121.1422653,67.91722107,99.31941223,132.9507294
-49.54037857,-54.24118423,-49.26934052,26.76163292,6.140497684,125.4691544,65.16491699,102.2583847,135.0230103
-49.79868317,-53.59056091,-48.45560074,30.32393456,9.201461792,126.8627472,67.65635681,104.6862717,133.2762146
-49.35264587,-54.38391495,-47.57818985,33.09369278,10.00299263,129.3574524,70.21656036,106.3235016,136.4693756
-48.45749283,-54.61249542,-46.78801346,36.60158157,10.8936491,132.0503845,67.56099701,109.1462784,137.4020691
-45.53419113,-53.23789597,-46.891819,39.83779907,11.33235836,135.0682068,62.37534714,110.2180023,136.3641205
-42.75530243,-53.13903809,-45.75650024,43.60361862,13.73962498,137.1107178,64.95850372,114.1106339,138.4536743
-41.87184525,-53.13961792,-44.88885117,43.47752762,16.69311905,141.2175751,66.20700836,113.8232498,141.5448761
-40.42884827,-54.17286682,-43.19865799,46.86297607,19.76766396,142.3157959,70.91693878,117.6087265,140.7422943
-36.78034973,-55.42097092,-42.70332718,46.22402191,22.73608017,143.7413788,67.24902344,122.1494751,141.160965
-33.6050415,-55.7722702,-42.92577362,48.48563766,18.54530716,145.3565826,68.0226059,125.0068893,143.1548309
-30.49452782,-55.1470108,-42.35883713,51.42036438,18.66153526,149.4863281,70.56427002,126.6120758,145.2978668
-29.55408287,-54.69318771,-41.62442017,54.25543594,21.17663002,153.4831543,72.80944061,128.6090546,148.4364014
-27.52338219,-53.86629105,-41.24283981,56.95383072,21.71781731,151.4363251,74.69058228,131.2323761,149.8877869
-24.73473549,-53.42892456,-41.04227829,56.27179337,22.26074028,152.1984711,76.86993408,133.6603088,151.5534973
-21.57691002,-52.29856491,-41.52648544,55.85597992,25.20089722,152.8121033,80.94841766,136.0297699,148.2018738
-17.77516747,-51.92519379,-42.65716553,58.67721176,25.95141602,152.6275177,83.19960785,135.6370392,149.73526
-16.6704216,-51.33930969,-43.15778732,63.81959534,26.66627884,149.3832703,84.53720093,134.904892,150.6159973
-17.79601669,-51.0173645,-42.93753433,66.63339996,26.046978,150.7444305,86.44991302,137.2594604,152.1504364
-14.36834145,-50.50465012,-42.94822311,66.61839294,26.59425354,154.190094,88.4172821,138.7893677,152.9893799
-12.69959736,-50.71717453,-42.57804108,69.06161499,29.95585823,155.8346252,87.81072235,141.3997955,154.3372498
-10.06042671,-49.85253143,-42.14518356,71.75814819,33.21158981,155.6470032,90.33992004,144.4801941,155.1062775
-9.433859825,-47.46713638,-41.54343033,74.96944427,30.46425247,155.3874359,92.00985718,147.2308807,153.59021
-6.5993433,-47.24936676,-41.46815872,79.75073242,30.59562111,155.4270325,93.84103394,148.0512238,154.7634125
-3.762439251,-44.95157623,-41.34011078,79.88874054,30.74409103,153.5518341,95.40331268,147.3637238,153.2490387
0.15531157,-44.41499329,-40.99944305,82.73397064,29.07587051,155.2566376,96.99884796,149.6596985,154.0129395
2.784036875,-44.63933563,-40.82992172,85.69811249,28.93013573,155.1348877,93.8629303,153.745285,155.4833679
4.9024086,-42.64764404,-40.61803818,88.79186249,30.41762352,150.3623962,90.41014862,156.1013641,156.4225616
6.750766754,-41.76532745,-39.99885559,91.7773056,33.14606857,151.8390961,91.40137482,155.1430664,156.6636047
6.329054356,-39.45116425,-39.44419861,95.70251465,32.89022446,152.8239899,92.82152557,156.6072388,158.1244659
6.220160007,-39.39900589,-38.09015274,98.78427887,35.45706177,152.1916809,94.70571136,159.7179108,157.9368286
9.283190727,-39.39292908,-37.49892807,101.2604752,38.58946609,154.3884888,90.79924011,161.134964,158.715744
11.45501328,-39.01092148,-38.77397537,104.123909,40.94813919,151.6729889,92.98426056,163.2473907,159.9766388
13.95926094,-38.85948181,-38.44707489,103.9908142,43.41468048,154.728241,91.66472626,164.3746033,161.7154541
16.88884926,-39.99718857,-38.18645477,104.7651062,43.69472122,154.4070435,91.8727951,165.9786224,161.9795074
17.81582069,-32.77786255,-37.06980896,106.95755,46.31947708,151.8854675,90.82022858,166.1361542,161.9566193
19.61094856,-32.90956879,-34.8127594,109.8700409,43.9351387,154.9706726,93.41278076,167.2716675,161.9854889
17.13957596,-33.23683167,-34.36861801,110.0210342,46.14730072,157.2277985,92.55583954,165.7706451,161.9877625
15.45857525,-34.79797745,-33.64827347,109.4910431,48.17618561,161.3515472,94.99833679,167.6700897,163.9555969
18.83227539,-33.90127945,-33.52625656,110.2412643,50.5768013,159.0071259,96.53155518,164.1292267,160.6044617
21.22807693,-31.99510384,-32.87504959,113.0299301,50.30718994,162.7794189,97.64886475,161.60112,157.7787018
19.26474762,-34.37797546,-32.28692627,115.4790192,50.30673599,166.5524292,94.41640472,161.0154114,157.589325
20.99473572,-31.84414864,-31.23938179,115.7612381,52.96101379,166.2550964,91.41842651,163.9340363,159.6737518
23.72034645,-30.9648819,-30.69678688,118.7201538,55.87651825,166.6060333,89.12499237,164.977951,159.7823792
26.82347107,-27.71183014,-28.0589962,121.1102905,54.8948822,166.8641968,89.80890656,166.7458801,162.0269928
29.78687668,-27.92791176,-26.25596809,123.6342316,54.38786316,166.9496613,90.8562088,164.6657715,164.7183685
25.8199234,-28.93618011,-24.87270546,126.5206375,57.16053009,168.2838135,89.54212952,164.4011688,169.2014923
28.02074242,-28.78871346,-24.44603157,127.0492477,55.41576385,166.0791931,92.23343658,165.5375366,171.5756836
24.65637207,-26.04942131,-21.92095757,127.2175827,53.98432541,167.0675507,87.14643097,166.0297699,173.6247253
27.25388718,-23.87828445,-19.11880684,129.6941833,56.06269836,169.9530182,91.23487091,169.3152313,171.4734192
30.29483414,-24.02298546,-17.59825325,129.0824432,57.42855453,172.0349274,92.10247803,171.3260345,171.2740326
31.71788979,-21.56427765,-16.31406975,132.2043457,59.44768143,171.4779968,95.50325775,171.629303,171.8136902
29.88524246,-19.8387413,-13.71141529,134.1267548,61.77584076,174.6685486,96.92224121,175.3105316,171.632782
32.66714478,-16.85408974,-11.40419865,138.3570557,59.60790634,175.6382446,97.47545624,181.436615,172.4533386
34.77713013,-14.75327969,-10.51642036,136.3387451,62.21308517,178.2214508,100.3623352,181.5070801,172.7572632
37.71703339,-12.54198551,-10.53006268,134.2996368,65.05335999,180.761673,104.4468002,181.9755707,172.3186493
39.00691223,-11.06819248,-11.14537239,133.2440338,65.83335114,181.0882721,104.4529953,181.7724457,174.3560638
36.52911758,-8.91168499,-9.344436646,136.9709778,68.36225128,184.4693909,104.6016159,185.2649994,174.3324432
39.02539063,-6.451593399,-7.134137154,135.7012024,68.07778931,184.2280426,104.8725739,182.7274475,174.3239594
38.83235168,-4.179423332,-7.563870907,138.9999847,69.99974823,186.3878174,103.2880325,182.8962402,174.9847717
42.06165695,-3.423028469,-6.968074322,137.272522,70.62671661,189.6028595,107.3415146,182.6408997,175.4777222
45.20575714,-1.246501684,-6.303058147,136.8419037,73.27709198,189.3709869,107.387207,182.9835968,175.6858826
48.2408371,1.558883667,-4.172922134,140.4269867,75.63452148,189.0997467,108.4980698,183.2208099,175.8544464
49.11159515,4.436060429,-1.388853431,143.0172424,75.16412354,187.6503601,110.0144653,186.3052521,177.1333618
56.07797241,3.718205214,1.483314395,143.4947662,77.83888245,192.3726196,113.4133682,184.4491425,181.7667542
58.26390839,7.045640469,4.070406437,143.6755829,80.54695129,192.4390717,117.5324554,184.8237457,182.1741333
61.19007111,10.5106945,6.054345608,146.5169983,81.56717682,197.3813019,117.7341003,182.2274017,184.4122162
60.99991608,13.00704575,8.191169739,149.6811523,84.28112793,199.9828949,119.1119919,182.9572754,183.5245209
58.67658234,15.38136673,10.38447571,150.2951508,84.71992493,200.3283539,122.233963,182.7624207,183.9529724
61.84875488,18.50351715,10.24307346,145.2421265,85.65402222,,122.9422607,182.797226,184.7966461
63.85268402,21.18345833,10.06804466,148.5605011,83.31434631,,126.7402954,180.3048706,181.8077698
60.992939,23.91000748,12.60223293,151.4979706,81.29067993,,130.456604,177.8114014,184.2112427
63.61350632,27.47920609,15.34397507,153.7601166,81.70552063,,132.9569092,180.1343231,185.5484619
62.85442734,29.79225349,15.11182594,154.6255035,81.80480957,,135.5605011,177.4170837,187.8543396
62.04704666,29.04307365,15.57956982,154.4533997,81.16789246,,135.7945404,176.8330841,187.9868927
62.75075912,29.05054092,13.84821701,157.1639404,81.36697388,,139.1706848,174.6916504,189.904953
58.81456375,31.74647331,16.02285957,156.1927795,78.18028259,,140.0495605,171.7469025,192.0827484
56.93154526,30.91453743,18.88635635,157.0019989,80.78279877,,140.8911285,172.528656,192.3018341
55.8838768,33.11246109,21.17979813,159.9399414,79.03730774,,141.9447174,174.4784241,192.8392792
54.72360229,34.03367615,23.60407639,159.6712799,78.83916473,,142.392746,172.5089417,192.6687469
51.08209229,36.50516891,26.97887421,157.2040405,81.33569336,,145.0562897,171.9929504,192.5004578
50.58961868,38.14231491,28.83301544,157.9559479,83.29193115,,142.6206055,175.4052277,195.0548401
48.94789124,37.91184998,31.6142292,158.3438721,83.60908508,,145.0801239,175.5431061,195.6001129
51.23074722,40.78178787,34.47088623,158.9116516,88.28555298,,145.0414886,176.0380096,197.8687134
50.47505569,39.86833572,36.43556213,159.7260742,87.60256958,,145.7751007,175.9411926,198.3112793
50.62362289,38.04994202,39.52215195,159.3683167,90.43416595,,146.5787506,179.3767853,197.8021698
52.95442581,40.85844803,39.00388718,160.0542755,93.07630157,,143.9923706,180.8774414,205.6304321
50.92346954,43.71022034,42.53530884,160.7576141,91.42488861,,147.3811951,180.5359955,
48.80812836,43.79491043,45.47024536,160.8396606,93.79296875,,147.4554443,178.539032,
50.26556015,45.64321518,45.25945282,159.1977997,96.39572144,,147.6951141,178.0912781,
50.0750885,46.26652527,45.66166687,162.2777557,98.50073242,,145.3330841,177.724823,
51.99697113,46.26932907,46.64310074,162.4297638,99.52294159,,144.3975067,176.8794098,
54.98953247,42.53148651,49.00764465,158.5533295,101.9534912,,144.6074829,175.3578644,
59.22896576,43.46416473,51.16905212,159.1477203,104.891983,,144.898941,176.9587402,
61.50875092,46.86013794,53.68720245,160.1404419,107.9415741,,144.0555573,174.3388519,
64.3367691,50.36595535,55.81578445,160.8876953,107.8107452,,141.971405,174.8691101,
66.71887207,53.95115662,58.02312469,156.8604889,110.8603058,,144.8360596,175.1714478,
67.72168732,56.18318176,60.84553146,157.6080322,113.7534256,,144.5598145,175.1262512,
69.25749207,59.513237,59.58133316,157.9372101,115.4232407,,144.5844879,176.8081055,
70.75522614,62.15597153,59.0555191,157.9644775,117.7187271,,147.3169861,176.9169769,
72.92199707,63.34399033,59.36122131,158.2488251,120.6100464,,147.0371704,176.5770264,
74.14241791,65.64091492,56.04118729,159.8515625,122.7877731,,147.9681244,173.1960907,
74.78009033,66.70452118,53.59777069,157.437973,122.5273438,,148.0267334,173.1605988,
77.9187088,69.59127045,51.78842163,157.2929993,125.136879,,148.7901611,173.9541321,
80.26213074,72.39067841,51.77015686,157.0052185,127.3253479,,154.3592377,169.1840515,
80.78970337,75.43830872,54.87950134,157.833847,130.1384125,,159.7565002,168.6195984,
81.99177551,78.46613312,57.7876358,157.8136749,130.223877,,155.2990417,167.7336884,
81.45719147,81.33953857,60.47544098,160.0492554,130.6620026,,156.3735199,170.7029572,
84.3187561,85.1998291,62.45616913,159.8312073,129.6338196,,154.368515,171.4983673,
84.15652466,89.20623016,62.39009857,162.1377563,130.1971741,,160.0612488,171.917511,
82.63465118,92.1720047,64.79272461,156.5827942,134.4466095,,162.1178589,172.8530426,
80.32580566,94.54483032,63.77109146,150.9641266,136.9828339,,159.7446442,173.155014,
82.02933502,97.51385498,64.42434692,150.1125946,137.2635498,,159.6484985,173.6331177,
82.55084229,100.1022797,66.94224548,150.276062,139.6814575,,159.6942139,174.2115479,
83.31712341,98.11366272,69.2199707,154.4530334,142.0025482,,159.892807,174.6874847,
83.4098053,99.09695435,72.39993286,157.3023376,141.3221588,,158.2817688,174.9505615,
78.59299469,99.22669983,73.93279266,157.2279205,143.5704651,,158.4783478,176.8863678,
77.95270538,102.3467255,77.07170868,157.2627106,146.0775146,,154.6073303,180.2817078,
79.71566772,105.2210159,80.38626862,156.3411407,149.3426666,,155.019455,180.5300598,
79.28436279,107.5940094,79.43218231,159.3751831,151.6744537,,155.5146179,180.8136749,
80.1102829,111.2637482,81.95860291,160.3724518,151.2350769,,152.1600189,181.2616119,
80.62360382,112.6984406,78.70343018,160.3426514,150.483139,,151.1042938,176.525116,
82.99069214,113.4654694,80.88166046,160.6401215,156.4166412,,150.4366455,173.8072815,
82.92378235,115.8346024,82.80488586,160.9653168,158.7106323,,149.0075531,176.1799622,
80.78865814,116.460083,84.14796448,164.5431213,161.0182648,,140.7443848,179.7102966,
80.74254608,116.5052872,86.7186203,164.8475342,164.1560669,,140.3879089,179.8362122,
80.8904953,119.3384171,89.41477203,164.9303741,167.024704,,139.7035828,176.467926,
79.38576508,120.1175613,91.88348389,164.4100494,168.2480011,,143.4492645,176.881958,
80.16723633,119.9171829,91.10938263,164.5397491,168.3607635,,138.90271,176.107666,
82.96466827,118.0078659,93.90511322,164.9308624,171.82724,,134.3866119,176.1600952,
85.6752243,121.045578,96.23215485,164.4192657,171.46698,,133.9916077,173.613739,
85.40236664,124.0875931,98.23381042,164.7160339,171.5374908,,138.736496,174.240448,
85.76199341,126.9933167,101.4757614,165.1426239,172.3571472,,139.3812103,167.8377991,
85.80262756,126.8088608,103.876297,165.3024902,170.9205933,,141.9521637,167.5992584,
85.81826019,130.765976,99.34803772,167.6247711,167.6529388,,142.2701111,166.1605072,
86.59073639,131.8319092,99.25904846,167.915863,167.9063416,,142.4434509,166.2522736,
86.86024475,132.3440247,99.73697662,167.9746399,171.4922485,,139.6519928,162.6199341,
91.99440002,133.0496826,102.0668793,170.339386,172.2513885,,140.8830566,166.5575562,
92.27471924,137.5050049,97.27965546,173.5603333,172.9173737,,140.8325806,167.3916473,
92.17154694,137.3944702,97.131073,175.6544952,173.5870209,,140.6231384,172.2545624,
91.84194183,138.4664307,96.15917206,176.0540009,173.1741943,,140.8429413,173.0488434,
94.48145294,144.1278229,94.68373108,176.7226105,176.4388733,,144.4224701,173.743454,
94.51903534,144.6654358,91.35560608,179.118988,176.9271851,,142.5816193,168.1813202,
92.73908997,144.4211273,91.06595612,178.7941895,176.8002319,,145.2414093,165.2741547,
92.47262573,142.3148804,91.57064819,178.2642822,180.5974426,,144.0434418,163.2552185,
92.1587677,146.103714,92.32846832,178.1614532,183.8867798,,143.2400055,166.6006317,
96.50133514,147.1387482,94.00186157,177.9310455,183.9858704,,141.8755188,166.5704346,
97.18378448,149.9065399,96.46257782,180.1575623,188.094574,,142.5388184,166.4260254,
101.4131393,147.6282806,97.50404358,182.2382355,189.3559113,,147.309906,166.2603455,
101.5055466,146.2865906,97.60842896,182.3556976,190.375351,,146.8951721,165.235672,
99.76177216,146.6834259,99.33140564,183.1396484,189.3245697,,143.8962097,165.0740051,
101.3492737,144.2879486,98.03382111,182.75177,188.4889374,,143.9895477,164.5688324,
106.1560669,145.2711945,93.14152527,183.1751862,186.2920685,,144.7711945,164.6689453,
106.5648956,145.4590759,90.82073212,183.5897064,191.1608582,,144.4345856,164.2835236,
106.7438507,146.1432037,92.40162659,186.6003876,191.0319214,,144.5537567,164.4368439,
106.5777588,147.6999054,95.15486908,186.558136,189.2104797,,144.5905762,163.9467468,
106.5578918,149.1083374,94.30925751,189.691864,188.1217499,,144.0452576,164.618515,
111.8144913,147.5108337,94.65596771,189.7328644,186.8713531,,144.7485352,164.6184845,
111.8729019,144.2532654,94.09634399,193.4561462,188.1684723,,144.1841736,164.6375122,
114.4760056,144.5352783,94.65279388,193.4085846,185.5731812,,146.0486298,165.1371918,
114.1992416,146.7311554,95.76576233,195.76828,184.4544373,,143.4893036,160.9989319,
114.1321106,145.5560913,98.29111481,198.8490448,182.3612976,,146.7259064,161.3201294,
110.6415558,144.0003357,98.15164948,198.7536469,182.71492,,146.5610046,161.3562164,
113.0532913,139.5701599,98.11013031,198.4659119,181.5037689,,143.6463776,161.6110382,
110.8044968,138.2823181,97.84922028,201.0831299,179.7037354,,142.9995422,164.3011017,
111.4385071,137.765564,97.31404877,,179.6067505,,143.7525635,164.3527374,
107.8553009,137.5648499,98.2194519,,179.6803284,,143.6105042,167.2215118,
107.7882919,135.578186,98.94821167,,176.9367523,,143.9494934,169.2928467,
110.2518463,130.9512177,99.3138504,,177.1318817,,143.8573151,164.8733978,
109.9954834,130.6078186,102.9719543,,174.8659668,,140.1712646,164.8908539,
107.3951187,130.62854,105.7541504,,173.6763306,,138.4268341,167.6260376,
113.363266,131.1755981,100.6613312,,178.8536835,,139.032196,170.079071,
112.0911636,125.9830246,98.23542786,,181.5747375,,139.1797791,172.1019745,
115.7737274,123.4668198,99.7723999,,181.997406,,141.2085114,172.1175385,
119.466774,126.482254,102.0239639,,184.3523865,,140.7000275,172.6767731,
122.9413452,128.8156891,106.8459167,,184.7263489,,140.2203674,172.3990326,
129.8565826,128.7901001,107.5942535,,183.5162811,,140.4160004,172.5766144,
131.736084,132.3807983,105.8560333,,182.7568207,,140.2312317,169.695755,
135.6790466,126.0027237,107.0760727,,186.611557,,140.5412598,170.078598,
139.7774658,126.0632629,107.2112198,,187.6374512,,140.4371643,172.7898712,
146.2187347,126.6671219,107.7385025,,187.1343384,,140.3886414,173.0956573,
150.208725,127.5550156,109.0365219,,187.263916,,142.6179962,170.6548462,
154.0805664,130.8930054,108.3486404,,187.1585541,,142.3704529,171.1857452,
155.3148499,130.8956146,105.4076004,,187.379364,,141.1014557,171.4007568,
158.7223511,131.294281,106.432991,,183.0483246,,137.9953156,171.6205597,
161.2254028,130.8969574,106.1319885,,180.9342346,,135.8259735,172.0488434,
161.4839783,130.6217499,107.777298,,180.6516266,,134.8037415,166.3778687,
166.2477875,130.209549,107.9745255,,184.6345673,,130.3553619,168.9079132,
171.6138153,132.1970978,107.3031311,,184.5062256,,130.6714172,171.3953552,
170.9596558,128.5725098,106.3627853,,184.5014343,,128.9290771,172.168335,
173.9669952,126.7982483,108.3340073,,183.7483521,,131.1481934,171.595871,
173.7905731,128.3651123,104.8203506,,180.5459442,,131.7493744,172.8321228,
172.4403534,130.2316589,104.1614456,,176.3996887,,131.9826355,174.2043304,
172.9586487,131.7732544,103.9711533,,176.7066956,,129.730011,176.1535187,
171.1584778,128.1137848,104.1459274,,176.3029785,,127.7667999,178.8930359,
168.0296478,127.7798004,103.7670898,,176.7233734,,127.386879,178.7381592,
168.2039032,127.1536026,104.0415344,,177.2488098,,126.8471069,176.397583,
168.2404327,126.828392,103.784462,,174.7544861,,126.3978195,171.3215179,
168.9618378,126.9796295,104.3917923,,172.8901215,,128.2930298,169.1994324,
169.0481262,121.4456406,107.1946182,,173.0749664,,127.2194214,168.8887482,
166.1242981,121.2215118,100.4655151,,170.9084015,,127.9700089,168.4608307,
166.0457001,121.6663666,106.6548462,,168.2508698,,131.9955139,172.1793365,
168.2572784,119.1182175,111.739418,,165.604599,,132.0960236,172.3970032,
167.409256,117.4844284,116.4377365,,161.4560699,,131.6252899,172.4148712,
167.250946,115.3664627,119.4836578,,158.8383789,,131.2306061,177.236496,
167.5810547,114.7335434,119.0503845,,154.0323792,,133.8470154,177.6595001,
167.4980927,114.7228394,118.4932938,,152.1569977,,138.2119446,178.7556305,
170.943924,112.5917816,115.8856354,,148.184021,,137.8226013,178.8814545,
170.9393768,112.6705704,116.0652542,,144.5592041,,140.5315857,178.975708,
169.3587189,112.8297501,118.5595779,,140.4149933,,140.8423004,178.9118195,
171.8176117,107.7275314,119.2753372,,140.1773529,,139.2256927,178.2946167,
175.3464508,100.3707733,123.0974503,,135.3390961,,141.591095,178.7787323,
176.4603882,98.29444122,125.0546494,,132.6074066,,139.3299103,179.1895752,
176.9036407,97.75307465,125.3266678,,132.2049713,,139.7131348,176.0722351,
174.6908875,100.2611618,125.8303299,,129.1345215,,139.6268005,175.9807739,
175.273056,99.08200836,126.5997696,,129.656189,,139.8831482,176.7130737,
180.3982239,98.63315582,129.0601959,,129.6034088,,137.3040314,177.4361572,
183.8443604,97.546875,129.4536743,,129.7740631,,141.4854279,177.4328613,
186.4979858,97.56361389,128.6128082,,129.8605652,,135.7018433,177.4825287,
186.6429596,97.5788269,132.4810333,,129.2822571,,134.574585,177.7704468,
186.7055511,95.44154358,132.8755188,,129.4762573,,140.304245,177.8725128,
187.3124695,93.53125763,134.5621948,,126.6485062,,138.2014008,182.4130096,
187.4292297,92.76872253,134.6494751,,126.466774,,136.6171722,185.2524261,
185.3572388,92.91222382,135.394516,,126.8474426,,135.8766174,185.3418732,
187.4673309,90.21833038,136.9272614,,127.0473633,,144.4073486,185.4076843,
